epoch,accuracy,loss,val_accuracy,val_loss
0,0.9657865166664124,0.09388094395399094,0.9646130204200745,0.09699175506830215
1,1.0,0.034991368651390076,0.9230769276618958,0.09018875658512115
2,0.9779704213142395,0.0625934973359108,0.9685590863227844,0.08553416281938553
3,1.0,0.02094518579542637,1.0,0.008762951008975506
